title,rating,price,rating counter,sold,description,shop name,url,store location
Haylou S35 Wireless Bluetooth 5.2 ANC Headphone Low Latency - Dark Blue,5,Rp369.000,9,18,"Garansi Toko 6 Bulan*Wajib gunakan Charging Adaptor maksimal 5V-1.5A- 42dB ANC- Soft cushioned ear pads- 40mm dynamic driver- Customized APP- 60-hour battery life- Bluetooth 5.2 & 3.5mm AUX- SBC/AAC- HD voice calls with ENC Microphone- Foldable Design- USB-C Charging Port- Multiple Device Connection- Low Latency Game Mode42dB ANC,Block Background NoiseWith hybrid ANCtechnology, the fivemicrophones work together to blocknoise up to 42dB. Three noise cancellation modes offer a more comfortable noise-cancellation experienceMultiple Noise Cancellation ModesStandard mode,Immerse yourself in learning and focus on yourself.Transparent mode,Be aware of surroundings, transparent human voice. Noise cancellation mode, blockout the hustle and bustleConvenient Communication,No Need to Take off HeadphonesTouch the sensing area to weaken the music and filter in the ambient sound. Chat easily without taking off the headphones, and music will automatically resume after the chatHi-Res Audio,Original and Pure Sound40mm dynamic driver brings true-to-life rendering of treble, mids and bass. You can even use them when they are out of power with the 3.5mm interface. Hi-Res Audio provides extraordinary clarity and detailENC for Clear Calls, Keep Noise at BayThe call microphone accurately picks up human voice and reduces ambient noise, offering you smooth and clear high-quality calls in airports, subways, offices etc60 hour Extra-long Battery life, Stay Immersed Longer60 hour battery life (ANC off) enables full-featured all-day wireless playback. Get charged conveniently with type-c interface. Foldable design makes it easy to store and take anywhereLow Latency Mode,Smooth Gaming ExperienceEnjoy smooth gaming experience with Bluetooth 5.2 technology andlow-latency gamingmode. The wired mode can even achieve true minimum-lagMulti-point Connection,Both Work and Entertainment.It supports simultaneous connection of two Bluetooth devices, allowing you to enjoy work and entertainment at the same time.* Ketentuan Garansi Terbatas:- 6 Bulan Garansi untuk unit Headphone saja - Box Haylou wajib ada untuk klaim garansi- Pengajuan garansi hanya dapat dilakukan oleh pembeli pertama saja, garansi tidak dapat dipindah tangankan ke pihak yang lain.Garansi tidak berlaku untuk kondisi berikut:- Label logo pada produk rusak- Produk rusak dan telah pernah dibongkar atau dibuka- Kerusakan fisik/kosmetik pada produk yang menyebabkan perubahan bentuk deformasi, bengkok, patah ataupun terdapat bagian luar/tombol terlepas pada produk- Kerusakan fisik tergores, ataupun bagian yg terkelupas- Produk tidak digunakan dan tidak disimpan sesuai dengan arahan petunjuk penggunaan- Kerusakan yang disebabkan oleh force majeure- Kerusakan karena kelalain, termasuk tetapi tidak terbatas pada salah penyimpanan, tergores,, berkarat, terkena noda, berjamur, ataupun kerusakan fisik yang disebabkan penggunaan sehari-hari dll- Tidak ada garansi untuk busa pada headphone.- Baterai mengembung- Terendam air yang melebihi spesifikasi produk- Overcharge ataupun charge melebihi spesifikasi produk power input- Kondisi lainnya yang serupa dengan diatas",Experia Verse,https://www.tokopedia.com/experia-verse/haylou-s35-wireless-bluetooth-5-2-anc-headphone-low-latency-dark-blue-43572?extParam=cmp%3D1%26ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Barat
UGREEN Exclusive Wireless Headphone Hitune Max 5C Bluetooth 5.4 Noise - 35758,5,Rp300.000,5,10,"Merek: Ugreen-Product Name: Hitune Max5c-Model: HP203/35758-Bluetooth Version: 5.4-Frequency Band: 2400MHz-2483.5MHz-Max RF Output Power: 4dBm-Transmission Distance: 10m/33Ft Max (No Blocking)-Bluetooth Profile: HFP/AVRCP/A2DP/BLE/SPP-Codecs: AAC/SBC/LDAC-Frequency Response: 20Hz-40kHz-Charging Port: USB-C-Battery Type: Polymer Lithium-ion Battery-Battery Capacity: 600mAh 3.7V (2.22Wh)-Limited Charging Voltage: 5.25V-Charging Input: 5V-600mA-Charging Time: About 1.5Hours-Operating Time: About 75 Hours (ANC OFF)                            About 45 Hours (ANC ON)Fitur:1 Peredam bising adaptif untuk keheningan maksimum: Suara spasial untuk mendengarkan secara imersif, waktu pemutaran maksimum 75 jam Peredam bising adaptif untuk keheningan maksimum; Suara spasial untuk audio yang imersif, masa pakai baterai maksimum 75 jam dengan pengisian cepat (pengisian daya 15 menit untuk masa pakai baterai 5 jam)2【Nikmati Suara Resolusi Tinggi Terbaik】 Diterapkan dengan teknologi decoding audio LDAC, headphone UGREEN Max 5C memberi pengguna efek suara lossless yang paling realistis dan jernih. Kami telah lulus sertifikasi Dual Hi-Res - Wired Hi-Res & Wireless Hi-Res (hanya sejumlah kecil penjual yang dapat memperolehnya). UGREEN berkomitmen untuk menciptakan pengalaman suara terbaik bagi setiap pecinta dan pelanggan musik.3 【Panggilan Jernih dan Halus】 Dilengkapi dengan chip pengurangan kebisingan cerdas AI yang ditingkatkan, headset nirkabel dapat secara efektif memisahkan kebisingan lingkungan dan suara manusia, menyaring kebisingan, dan mempertahankan suara manusia yang murni. Mikrofon internal dapat menangkap suara secara akurat, memastikan Anda dan lawan bicara dapat mendengar satu sama lain dengan jelas.4 【Hubungkan Perangkat Ganda Secara Bersamaan】Dengan APLIKASI kami, headphone bluetooth over-ear dapat menghubungkan dua perangkat secara bersamaan, yang berarti Anda dapat dengan bebas beralih di antara dua perangkat. Catatan: Koneksi ganda perangkat dinonaktifkan secara default, dan pengguna harus mengaktifkannya melalui APP.5 【Daya Tahan Baterai Sangat Lama & Pengisian Cepat】 Headphone over-ear dapat terisi penuh hanya dalam 1,5 jam. Dengan masa pakai baterai yang lama (45 jam-ANC Mati, 75 jam-ANC Aktif), headphone UGREEN dapat digunakan selama seminggu setelah sekali pengisian daya jika sering digunakan dan bahkan selama dua minggu jika digunakan biasa. Hanya dengan pengisian daya selama 5 menit, earphone dapat digunakan terus menerus selama 5 jam.6 【Nyaman dipakai untuk penggunaan jangka panjang】headphone peredam bising UGREEN (260g) lebih ringan dari kebanyakan headphone, sehingga tidak akan memberi terlalu banyak tekanan pada kepala saat dipakai. Penutup telinga terbuat dari kulit protein ramah kulit, lembut dan elastis, melindungi telinga Anda dari kerusakan. Headphone Max 5C pas di telinga Anda, menjadikannya sempurna untuk berolahraga dan bekerja dalam waktu lama.",Gadgett_store,https://www.tokopedia.com/greeenacc/ugreen-exclusive-wireless-headphone-hitune-max-5c-bluetooth-5-4-noise-35758-965c8?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Barat
Headphone Bluetooth JETE 08 Pro Noise Cancelling Bluetooth 5.3 - Butter,4.9,Rp292.900,465,1000,"DIskon Up to 100K Kode voucher : F9W2V1566Keuntungan Membeli di toko JETE Indonesia :1. Harga Inc PPN 11% (bisa menerbitkan faktur pajak)2. Produk 100% Original, Uang kembali 100% jika brg tidak ORI3. Garansi Resmi 2 Tahun, Rusak ganti baru Tukar sepuasnya4. Selalu Ready Stock dan Siap Kirim5. Packing Aman dan Rapi6. Pengiriman Tepat Waktu7. Pelayanan Ramah dengan Product Knowledge yang Baik8. Proses Klaim Garansi Mudah & dibantu Hingga Selesai9. Memiliki Cabang Toko Resmi Offline yang tersebar di seluruh IndonesiaKeunggulan Headphone Bluetooth JETE 08 Pro :1. Output suara yang dihasilkan lebih jelas berkat dukungan Stereo Sound. Terutama saat menonton film dan video yang disukai akan terasa nyata. Termasuk musik yang lebih jelas dan jernih2. Menggunakan teknologi Bluetooth terbaru V5.3. Selain cepat dan lancar, teknologi ini juga membuat konsumsi daya baterainya menjadi lebih rendah3. Dilengkapi dengan Noise Cancelling, Dimana fitur tersebut mampu meredam suara bising yang berasal dari luar4. Desain yang ringkas membuatnya bisa dibawa kemana saja dengan mudah, bisa dimasukkan ke dalam tas dan menggunakannya kembali ketika traveling5. Headphone ini dirancang dengan bahan material dan bantalan yang lembut. Sehingga nyaman digunakan dalam waktu lama sekalipun6. Driver dengan ukuran 40mm mampu memberikan output suara terbaik bagi penggunanya. Hal ini juga akan membuat bass semakin lebih nendang7. Baterai tangguh dan tahan lama membuat Pengguna dapat menikmati dan mendengarkan konten favorit hingga 36 jam nonstop. Dan juga untuk penggisiannnya pun tak memerlukan waktu lama9. JETE 08 Series memiliki output suara stereo. Pengguna dapat merasakan musik yang seolah berputar di area sekeliling, memberikan sensasi layaknya menonton konser secara langsung10. Dilengkapi dengan tombol multifungsi,Spesifikasi :Bluetooth Version : 5.3Wireless working range : 10M (without obstacles)Talk Time : 35HPlay Time : 36HImpedance : 32 Speaker : 40mmBattery : 500mAhSpeaker Sensitivity : 108",JETE Indonesia,https://www.tokopedia.com/gojeteindonesia/headphone-bluetooth-jete-08-pro-noise-cancelling-bluetooth-5-3-butter-ea128?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26whid%3D16178163&src=topads,Kota Bandung
Baseus Bowie H1i Noise-Cancellation Wireless ANC Headphone - Cluster Black,5,Rp549.000,3,7,"Baseus Bowie H1i Noise-Cancellation Wireless  Desain cantik dengan banyak fitur pintar Headphone Baseus Bowie H1i memiliki desain yang cantik dan ringkas, nyaman untuk dibawa bepergian. Itu dilengkapi dengan chip Bluetooth 5.3 terbaru untuk memastikan koneksi yang stabil dan menghemat energi. Dilengkapi dengan smart touch sensor, pengguna dapat mengontrol musik dan panggilan dengan sentuhan ringan pada headset  Brand Name : BASEUS Model No: Baseus Bowie H1i Material : Metal,ABS,Plastic Music playing time 1 : 100 hours (volume at 70%, noise reduction off) Music playing time 2 : 70 hours (volume at 70%, noise reduction on) Battery capacity : 600mAh/2.22Wh Rated input : DC5V=600mA Rated consumption current : 8mA Fully charging time : About 2 hours Battery life up to[hours] : 100hours(volume at 70%, noise reduction off) Maximum wireless range[m] :  lt;10m Category : Earphones  amp;Headphones Earcups Type : Sealed Number Of Drivers : 4 Driver Diameter : 40mm Impedance Range : up to 32 Ω Bluetooth Version : 5.3 Frequency Response Range : 20 - 2000Hz Sensitivity : 38dB Communication : Wireless+Wired Color : Black/White/Green Package List : User Manual,Charging Cable,3.5mm Jack Adapter Features : With Microphone,Active Noice Cancelling,Dual Connection Function : For Internet Bar,for Video Game,Common Headphone,For Mobile Phone,HiFi Headphone,Sport,For Outdoor,For Office,For DJ,For Study  Garansi: 12 Bulan   Syarat Garansi : - HARAP BACA RULES TOKO NO 12  amp;13 - Barang yang akan di klaim harus fullset (Garansi tidak berlaku apabila Packing rusak / Packing hilang / packing kotor) - Garansi tidak berlaku apabila Human Error / kesalahan yg disebabkan oleh pengguna (Produk cacat atau fisik rusak dll) - Garansi tidak berlaku apabila Device tidak compatible, silahkan dicek dulu apakah Device anda sudah Compatible, apabila produk digaransi dan kami uji berfungsi (tidak rusak), garansi tidak berlaku - Garansi hanya berlaku untuk buyer yang memiliki itikad baik dengan memberikan reputasi",DNP Smart Solution,https://www.tokopedia.com/dnpsmartsolution/baseus-bowie-h1i-noise-cancellation-wireless-anc-headphone-cluster-black-3edc8?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Kota Bandung
BASEUS BOWIE D05 FOLDABLE WIRELESS/WIRED HEADPHONE ENC BLUETOOTH 5.3 - Putih,4.9,Rp369.000,1.590,3000,"BS-EAR-D05-GRY = Garansi: 2 tahun (pertanggal 11 Juni 2024 dan box packaging stiker 2 tahun) Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna= garansi voidBS-EAR-D05-WH = Garansi: 2 tahun (pertanggal 11 Juni 2024 dan box packaging stiker 2 tahun) Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna= garansi voidBS-EAR-D05-BK = Garansi: 12 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna= garansi void)BS-EAR-D05-PK = Garansi: 2 tahun (pertanggal 11 Juni 2024 dan box packaging stiker 2 tahun) Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna= garansi voidNotes : 1. Harap pastikan pesanan sudah sesuai sebelum check out. 2. Produk tidak dapat ditukar size / warna / model 3. Untuk KLAIM PRODUK tidak lengkap harap sertakan video UNBOXING PAKET. 4. Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"". * Mendukung Audio Spasial 3D (BISA - Baseus Immersive Spatial Accoustic Technology) * Ultra Low Latency 0,06s (DCLL - Dual Channel Low Latency) * Full Spectrum - Dapatkan pengalaman realistis dengan driver magnet Neodyum, magnet yang kuat untuk detail yang lebih besar dan lebih sedikit distorsi * Didesain dengan ringan untuk daya tahan pakai yang lebih baik * Baseus Smart Connect (BSC) - Secara otomatis mendeteksi panggilan telepon dan terhubung dengan perangkat tersebut saat headphone dipasangkan dengan 2 perangkat secara bersamaan * ENC - High Quality Phone Call * Support Baseus AppSpesifikasi:Bahan: Metal,ABS,PlastikKapasitas Baterai: 600mAh/3.7V/2.22WhDaya Tahan Baterai Hingga: 70 jamMaksimum Jangkauan Wireless: <10 MImpedansiRentang: 32 Diafragma: 40mm PETVersi Bluetooth: 5.3Fitur-Fitur: Dengan Mikrofon & Dual KoneksiCharge interface: Type-CRentang respons frekuensi: 20Hz-20KHzWaktupengisian daya: Sekitar 2 jamBerat Produk: 500 grDimensi Produk: 175*210 mm Isi paket:1* Baseus Bowie D05 Wireless Headphones1* Kabel data universal type-C 3A1* Kabel type-c to 3.5 mm headphone jack",Baseus Official Store,https://www.tokopedia.com/baseus/baseus-bowie-d05-foldable-wireless-wired-headphone-enc-bluetooth-5-3-putih?extParam=cmp%3D1%26ivf%3Dtrue%26keyword%3Dheadphone%26whid%3D15596748&src=topads,
JBL Tune 510BT Wireless On-Ear Headphones - Biru,4.9,Rp649.000,1.244,2000,"The Tune 510BT wireless headphones feature renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world.With Wireless Bluetooth 5.0 Streaming, you can stream wirelessly from your device and even switch between two devices so that you don't miss a call.For long-lasting fun, listen wirelessly for up to 40 hours and recharge the battery in as little as 2 hours with the convenient Type-C USB cable. A quick 5-minute recharge gives you 2 additional hours of music.Easily control your sound and manage your calls from your headphones with the convenient buttons on the ear-cup.Siri or Hey Google is just a button away: activate the voice assistant of your device by pushing the multi-function button.",JBL Official Store,https://www.tokopedia.com/jbl-official/jbl-tune-510bt-wireless-on-ear-headphones-biru?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang
THINKPLUS X HYUNDAI H01 HEADPHONE BLUETOOTH HIFI HEADSET EARPHONE - H05 Hitam,4.9,Rp139.000,896,1000,"HY-EAR-H01-BK/BG/WHNotes :Harap pastikan pesanan sudah sesuai sebelum check out.Produk tidak dapat ditukar size / warna / model Untuk KLAIM PRODUK tidak lengkap harap sertakan video UNBOXING PAKET.Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"".-Dual koneksi, dapat menggunakan bluetooth dan kabel AUX jack audio 3.5mm-HiFi Stereo, suara musik lebih detail dan nyaman ditelinga-kompatibel dengan banyak perangkat android atau ios.-Nyaman dipakai lama, dengan masa pakai baterai yang kuat.-Diafragma coil berukuran besar, 40mm, menghasilkan suara bass yang powerfulSpesifikasi:Bluetooth version: 5.3Model:  OverEarTransmission distance: 10M (tanpa hambatan)Frequency range: 20-20000HzKapasitas baterai: 400mAhLama pengecasan: 2 JamLama penggunaan: 20 jam volume 60% (volume, hambatan dan sinyal dapat mempengaruhi lama pemakaian).Port Charger: Type-CBerat paket : 520grIsi Kemasan : 1*Hyundai H01 Headphone Bluetooth Hifi Garansi: 12 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna = garansi void)------------------------------------------------------------------------------------------------------HY-EAR-H05-BKHY-EAR-H05-BGHY-EAR-H05-WHNotes :- Harap pastikan pesanan sudah sesuai sebelum check out.- Untuk KLAIM PRODUK tidak lengkap harap sertakan VIDEO kondisi barang saat diterima.- Untuk KLAIM PRODUK tidak berfungsi dengan baik sertakan VIDEO kondisi product saat digunakan.- Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"".- Dual koneksi dapat menggunakan bluetooth dan kabel AUX jack audio 3.5mm- Support HiFi Stereo yang membuat suara musik lebih detail dan nyaman ditelinga- kompatibel dengan banyak perangkat android atau ios.- Mudah dilipat dan disesuaikan, Lebih hemat ruang penyimpanan.- Dengan kulit protein dan bantalan busa tanpa tekanan, fleksibel, bernapas, dan tahan lama.- Nyaman dipakai , dengan masa pakai baterai yang kuat dan designnya yang ringan- Diafragma coil berukuran besar, 40mm, menghasilkan suara bass yang powerfullSpesifikasi:Bluetooth version: 5.3Model: OverEarTransmission distance: 10M (tanpa hambatan)Frequency range : 20-20000HzKapasitas baterai : 250mAhLama pengecasan : 2 JamLama penggunaan : 13 jam volume 60% (volume, hambatan dan sinyal dapat mempengaruhi lama pemakaian).Port Charger : Type-CBerat produk : 168,5gramIsi Kemasan :1*Hyundai H05 Headphone Bluetooth HifiGaransi: 12 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna = garansi void)",Thinkplus Official Store,https://www.tokopedia.com/thinkplus/thinkplus-x-hyundai-h01-headphone-bluetooth-hifi-headset-earphone-h05-hitam-b9503?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Tangerang
"SHOKZ OpenRun Pro 2 Bone Conduction Opean-Ear Sport Headphone - Standard, Orange",5,Rp2.999.000,7,19,"SHOKZ OpenRun Pro 2 Bone Conduction Opean-Ear Sport HeadphoneGARANSI RESMI TAM 2 TAHUNBarang Original SHOKZ dan Resmi TAMBrand New In Box ( BNIB )Ready StockJika ada Kerusakan pada unit, Kami akan bantu Claim ke TAM secara GRATIS!10th Generation Bone Conduction TechnologyShokz DualPitch Technology for Premium Sound QualityReduced Vibrations. Enjoy Music without Any Tactile FeedbackUp to 12-Hour Battery Life & Quick ChargeGroundbreaking Audio PerformanceImmerse yourself in sound. Experience powerful bass andcrystal-clear hight with our DualPitch Technology. Enjoy up to 12 hours of 3D audiothat adapts to your perfect sound with the Shokz App.Reduced Vibrations with DualPitchWear your headphone efforlessly. Pure Bone ConductionTechnology often delivers strong vibrations, but OpenRun Pro 2sDualPitch Technology significantly reduces vibrations, allowingyou to enjoy your music without any tactile feedback.Signature Shokz Open-Ear DesignStay aware stay safe with Shokz signature open-eardesign, OpeRun Pro 2 lets you enjoy your music whilestaying tuned in to your environment, ensuring you're tuned in to everything that's important.Secure Beats, Untamed SpiritLock in your sound, OpenRun Pro 2's ergonomic design withflexible Ni-Ti memory wire ensures a perfect, no slip fit.Lightweight and comfortable, these headphone stay put through your toughest workouts.IP55 Water ResistantWeather the storm. Don't Let rain or sweat slow you down.Our IP55 Water resistance and durable design handle whatever the elements throw your way.What's In The BoxOpenRun Pro 2 HeadphonesCarrying CaseUSB-C Charging CableUser InstructionsMADE IN CHINASilakan order sesuai dan WARNA yang dibutuhkanJika dan WARNA yg dibutuhkan ada di pilihan varian berarti READY, langsung diorder saja.",HobbyOne,https://www.tokopedia.com/hobbyone/shokz-openrun-pro-2-bone-conduction-opean-ear-sport-headphone-standard-orange-ff646?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch,Kota Bandung
Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520 - Blue,5,Rp699.000,644,1000,"Sony WH CH520 Wireless HeadphonesGaransi resmi 1 Tahun PT. Sony IndonesiaKey Features :On-Ear, Closed-Back Wireless Headphones30mm DriversDSEE Audio RestorationMic for Calls and Voice ControlEasy Pairing and Fast PairBluetooth 5.2, Multipoint Support50-Hour Battery LifeCustom EQ with Headphones Connect App360 Reality Audio for Immersive SoundIncludes USB-C Charging CableEnjoy stunning audio quality and long battery life on-the-go with the WH-CH520 Wireless Headphones from Sony, a pair of on-ear, closed-back headphones with powerful 30mm drivers for realistic sound reproduction. These swiveling headphones sport a convenient microphone for making calls and support voice command control via Siri or Google Assistant.Bluetooth 5.2 is on board for easy pairing with devices and supports a range of useful features such as Google Fast Pair, allowing you to find your missing headphones by sound, and multipoint connections for pairing to up to two devices. Compatibility with Sony's Headphones Connect app and 360 Reality Audio technology allow you to enjoy an incredibly immersive and highly personalized listening experience that suits your individual tastes and ear shape. The onboard battery lasts up to 50 hours with a three-hour charge time, and you can get 1.5 hours of use out of only a 3-minute fast charge via the included USB-C charging cable.Boost the quality of your compressed music files. When anoriginal music source is com pressed, it loses the high -fr eque ncy elements that add detail and richness t o your favor ite tracks.The Digital Sound En hancement Engine (DSEE) fait hfully restores these to produce a high-quality sound that's closer to the original recor ding.Full function & Comf o.rt  HB with super long battery life,can be used all-purpose for all-day long!360 Reality AudioImmerse yourself in sound all aro und you. As rea l as if you are there at a live concert or with the artist recording  in a studio..  With 360 Reality  Audio,  music  has never been so immersive  and so real.Connect two devices parallelly at once Easy to connect with additional device Easy to change a device playing musicYou can simply switch from a video or music on your tablet to a cal l on your mobile phone, so that you 'll never miss a call.In the BoxSony WH-CH520 Wireless On-Ear Headphones with Microphone (Black)USB-C Charging Cable (7.88"")",Sony Center Official,https://www.tokopedia.com/sony/sony-wh-ch520-wireless-headphones-wh-ch520-whch520-sony-wh-ch520-blue?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch%26whid%3D2211429,Jakarta Selatan
Logitech H111 Wired Stereo Headset with Noise Cancelling Microphone,4.9,Rp93.000,846,3000,"Alasan Kenapa Harus Beli di Doran Gadget Official Store :1. Harga Inc PPN 11% (bisa menerbitkan faktur pajak)2. Barang Asli, Baru dan Bergaransi Resmi (Gratis kalo tidak Original)3. Packing Aman dan Rapi4. Pengiriman Tepat Waktu5. Pelayanan Ramah dengan Product Knowledge yang Baik6. Proses Klaim Garansi Mudah & dibantu Hingga Selesai7. Banyak Bonus dan Voucher Cashback yang didapatkan8. Memiliki Cabang Toko Resmi Offline yang tersebar di seluruh IndonesiaCara sederhana untuk mulai berbicara ketika menggunakan komputer, smartphone, dan tablet. Dilengkapi dengan jack audio 3,5mm standar dan kompatibel dengan sebagian besar sistem operasi dan platform. HEADSET MULTIPERANGKATHeadset bisnis yang ideal untuk panggilan suara, Skype, webinar, dan lebih banyak lagi. Kabel sepanjang 7,71 kaki (235 cm) memiliki panjang yang tepat agar Anda bebas berdiri dan meregangkan tubuh selama percakapan yang lamaSTEREO SOUNDNikmati audio yang jelas untuk musik, game, dan panggilan. Headset andal untuk tugas sehari-hari termasuk panggilan video dengan keluarga atau rekan kerjaHEADBAND YANG DAPAT DISESUAIKANStereo headset yang kokoh, tetapi ringan ini memiliki beraneka ragam penyesuaian. Ultra-soft foam ear cushion menjadikannya terasa nyaman berjam-jam lamanyaKONEKSI JACK AUDIO 3,5 MMPasang saja jack 3,5mm audio ke komputer, smartphone, atau tablet Anda dan Anda pun siap berbicaraMIKROFON YANG DAPAT BEROTASIBoom dapat berotasi 180 sehingga dapat dipakai di kiri atau kanan. Mikrofon fleksibel ini dapat diposisikan untuk penangkapan suara yang lebih baik dan pengurangan noise di latar belakang.Jenis Mikrofon: Bi-directionalSensitivitas (headphone): 32 OhmSensitivitas (headphone): 100 dB +/-3 dBSensitivitas (mikrofon): -58 dBV/Bar, -38 dBV/Pa +/- 4 dBRespons frekuensi (Headset): 20 Hz - 20 KHzRespons frekuensi (Mikrofon): 100 Hz - 16 KHzPACKAGE CONTENTSHeadset StereoDokumentsi penggna",Doran Gadget Official Store,https://www.tokopedia.com/dorangadgetjakarta/logitech-h111-wired-stereo-headset-with-noise-cancelling-microphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D202501151849300679B21DAC00C31B0I3R%26src%3Dsearch%26whid%3D16172819,Kota Bandung
